index,labels,ids,parents,pop_MF,pop_F,pop_M,hholds
687,ทต.พรานกระต่าย,TH/CT/62/ทต.พรานกระต่าย,TH/CT/62,8746,4559,4187,3667
688,ทต.พรเจริญ,TH/NE/38/ทต.พรเจริญ,TH/NE/38,10335,5279,5056,3484
689,ทต.พลวง,TH/E_/22/ทต.พลวง,TH/E_/22,7517,3897,3620,4128
690,ทต.พลับพลาชัย,TH/NE/31/ทต.พลับพลาชัย,TH/NE/31,6626,3276,3350,1938
691,ทต.พลับพลานารายณ์,TH/E_/22/ทต.พลับพลานารายณ์,TH/E_/22,10386,5466,4920,6199
692,ทต.พลา,TH/E_/21/ทต.พลา,TH/E_/21,9218,4607,4611,5885
693,ทต.พลายชุมพล,TH/CT/65/ทต.พลายชุมพล,TH/CT/65,7567,4043,3524,4165
694,ทต.พลิ้ว,TH/E_/22/ทต.พลิ้ว,TH/E_/22,7076,3756,3320,3086
695,ทต.พะตง,TH/S_/90/ทต.พะตง,TH/S_/90,7726,4101,3625,4737
696,ทต.พะวง,TH/S_/90/ทต.พะวง,TH/S_/90,33923,17693,16230,15176
697,ทต.พะโต๊ะ,TH/S_/86/ทต.พะโต๊ะ,TH/S_/86,1480,741,739,687
698,ทต.พังโคน,TH/NE/47/ทต.พังโคน,TH/NE/47,6474,3280,3194,3935
699,ทต.พัฒนานิคม,TH/CT/16/ทต.พัฒนานิคม,TH/CT/16,3294,1723,1571,1436
700,ทต.พันดอน,TH/NE/41/ทต.พันดอน,TH/NE/41,5567,2925,2642,2599
701,ทต.พันเสา,TH/CT/65/ทต.พันเสา,TH/CT/65,6080,3074,3006,2072
702,ทต.พานทอง,TH/E_/ชลบุรี/ทต.พานทอง,TH/E_/ชลบุรี,6274,3257,3017,3745
703,ทต.พิปูน,TH/S_/นครศรีธรรมราช/ทต.พิปูน,TH/S_/นครศรีธรรมราช,2729,1412,1317,1123
704,ทต.พิมพา,TH/E_/24/ทต.พิมพา,TH/E_/24,3375,1747,1628,3428
705,ทต.พิมาย,TH/NE/30/ทต.พิมาย,TH/NE/30,7877,4232,3645,2888
706,ทต.พุกร่าง,TH/CT/19/ทต.พุกร่าง,TH/CT/19,6768,3463,3305,2396
707,ทต.พุทไธสง,TH/NE/31/ทต.พุทไธสง,TH/NE/31,4252,2225,2027,2239
708,ทต.พุมเรียง,TH/S_/84/ทต.พุมเรียง,TH/S_/84,7878,4034,3844,2713
709,ทต.พุเตย,TH/CT/67/ทต.พุเตย,TH/CT/67,7386,3773,3613,3013
710,ทต.ฟากท่า,TH/N_/53/ทต.ฟากท่า,TH/N_/53,725,349,376,425
711,ทต.ฟ้าหยาด,TH/NE/35/ทต.ฟ้าหยาด,TH/NE/35,4751,2429,2322,1842
712,ทต.ฟ้าฮ่าม,TH/N_/เชียงใหม่/ทต.ฟ้าฮ่าม,TH/N_/เชียงใหม่,6965,3728,3237,9486
713,ทต.ภาชี,TH/CT/14/ทต.ภาชี,TH/CT/14,5365,2838,2527,2543
714,ทต.ภูกระดึง,TH/NE/42/ทต.ภูกระดึง,TH/NE/42,7237,3640,3597,2729
715,ทต.ภูผาม่าน,TH/NE/ขอนแก่น/ทต.ภูผาม่าน,TH/NE/ขอนแก่น,3488,1787,1701,1276
716,ทต.ภูผาแดง,TH/NE/41/ทต.ภูผาแดง,TH/NE/41,8143,4169,3974,2338
717,ทต.ภูสิงห์,TH/NE/46/ทต.ภูสิงห์,TH/NE/46,2793,1368,1425,819
718,ทต.ภูเขียว,TH/NE/36/ทต.ภูเขียว,TH/NE/36,6252,3343,2909,3015
719,ทต.ภูเรือ,TH/NE/42/ทต.ภูเรือ,TH/NE/42,2869,1413,1456,1573
720,ทต.ภูเวียง,TH/NE/ขอนแก่น/ทต.ภูเวียง,TH/NE/ขอนแก่น,2999,1564,1435,1728
721,ทต.มวกเหล็ก,TH/CT/19/ทต.มวกเหล็ก,TH/CT/19,6870,3537,3333,3761
722,ทต.มหาพราหมณ์,TH/CT/14/ทต.มหาพราหมณ์,TH/CT/14,8484,4405,4079,3254
723,ทต.มหาราช,TH/CT/14/ทต.มหาราช,TH/CT/14,3231,1664,1567,1437
724,ทต.มะกอก,TH/N_/51/ทต.มะกอก,TH/N_/51,5200,2745,2455,2342
725,ทต.มะกอกเหนือ,TH/S_/93/ทต.มะกอกเหนือ,TH/S_/93,2152,1170,982,790
726,ทต.มะขาม,TH/E_/22/ทต.มะขาม,TH/E_/22,1722,914,808,1025
727,ทต.มะขามคู่,TH/E_/21/ทต.มะขามคู่,TH/E_/21,13578,6872,6706,11623
728,ทต.มะค่า,TH/NE/30/ทต.มะค่า,TH/NE/30,1937,981,956,586
729,ทต.มะรือโบตก,TH/S_/96/ทต.มะรือโบตก,TH/S_/96,8423,4181,4242,1758
730,ทต.มะอึ,TH/NE/45/ทต.มะอึ,TH/NE/45,5337,2747,2590,2120
731,ทต.มะเขือแจ้,TH/N_/51/ทต.มะเขือแจ้,TH/N_/51,15954,8322,7632,8579
732,ทต.มัญจาคีรี,TH/NE/ขอนแก่น/ทต.มัญจาคีรี,TH/NE/ขอนแก่น,3614,1906,1708,1919
733,ทต.มาบข่า,TH/E_/21/ทต.มาบข่า,TH/E_/21,10622,5313,5309,8035
734,ทต.มาบข่าพัฒนา,TH/E_/21/ทต.มาบข่าพัฒนา,TH/E_/21,9448,4760,4688,6773
735,ทต.มาบอำมฤต,TH/S_/86/ทต.มาบอำมฤต,TH/S_/86,3739,1907,1832,2181
736,ทต.มายอ,TH/S_/94/ทต.มายอ,TH/S_/94,4837,2420,2417,1194
737,ทต.ม่วงน้อย,TH/N_/51/ทต.ม่วงน้อย,TH/N_/51,4232,2269,1963,1984
738,ทต.ม่วงสามสิบ,TH/NE/34/ทต.ม่วงสามสิบ,TH/NE/34,3133,1637,1496,1586
739,ทต.ม่วงหวาน,TH/NE/ขอนแก่น/ทต.ม่วงหวาน,TH/NE/ขอนแก่น,10254,5195,5059,3491
740,ทต.ยะรัง,TH/S_/94/ทต.ยะรัง,TH/S_/94,5044,2578,2466,1337
741,ทต.ยะหริ่ง,TH/S_/94/ทต.ยะหริ่ง,TH/S_/94,6254,3068,3186,1916
742,ทต.ยะหา,TH/S_/95/ทต.ยะหา,TH/S_/95,2478,1220,1258,759
743,ทต.ยางชุมน้อย,TH/NE/33/ทต.ยางชุมน้อย,TH/NE/33,6334,3207,3127,2387
744,ทต.ยางตลาด,TH/NE/46/ทต.ยางตลาด,TH/NE/46,8553,4478,4075,3780
745,ทต.ยางหล่อ,TH/NE/39/ทต.ยางหล่อ,TH/NE/39,9273,4673,4600,2557
746,ทต.ยางฮอม,TH/N_/57/ทต.ยางฮอม,TH/N_/57,11039,5629,5410,4003
747,ทต.ยางเนิ้ง,TH/N_/เชียงใหม่/ทต.ยางเนิ้ง,TH/N_/เชียงใหม่,10381,5658,4723,5388
748,ทต.ยายแย้มวัฒนา,TH/NE/31/ทต.ยายแย้มวัฒนา,TH/NE/31,8642,4300,4342,2316
749,ทต.ยี่งอ,TH/S_/96/ทต.ยี่งอ,TH/S_/96,3057,1537,1520,1086
750,ทต.ย่านดินแดง,TH/S_/84/ทต.ย่านดินแดง,TH/S_/84,2475,1258,1217,1077
751,ทต.ย่านตาขาว,TH/S_/92/ทต.ย่านตาขาว,TH/S_/92,7764,4176,3588,3794
752,ทต.ระหาน,TH/CT/62/ทต.ระหาน,TH/CT/62,7274,3701,3573,3545
753,ทต.ระแหง,TH/CT/ปทุมธานี/ทต.ระแหง,TH/CT/ปทุมธานี,10415,5429,4986,5245
754,ทต.ระโนด,TH/S_/90/ทต.ระโนด,TH/S_/90,4541,2364,2177,1946
755,ทต.รัตนบุรี,TH/S_/32/ทต.รัตนบุรี,TH/S_/32,5396,2798,2598,2681
756,ทต.รัษฎา,TH/S_/83/ทต.รัษฎา,TH/S_/83,48696,25635,23061,30382
757,ทต.รางกระทุ่ม,TH/CT/73/ทต.รางกระทุ่ม,TH/CT/73,2121,1103,1018,683
758,ทต.รางหวาย,TH/W_/71/ทต.รางหวาย,TH/W_/71,7260,3623,3637,2567
759,ทต.ราชคราม,TH/CT/14/ทต.ราชคราม,TH/CT/14,6010,3010,3000,1804
760,ทต.ราไวย์,TH/S_/83/ทต.ราไวย์,TH/S_/83,18760,9962,8798,19219
761,ทต.รำมะสัก,TH/CT/15/ทต.รำมะสัก,TH/CT/15,4219,2210,2009,1561
762,ทต.ริมปิง,TH/N_/51/ทต.ริมปิง,TH/N_/51,6779,3602,3177,2898
763,ทต.รือเสาะ,TH/S_/96/ทต.รือเสาะ,TH/S_/96,7537,3825,3712,3509
764,ทต.ร่มเกล้า,TH/NE/49/ทต.ร่มเกล้า,TH/NE/49,3343,1636,1707,1059
765,ทต.ร่วมจิต,TH/N_/53/ทต.ร่วมจิต,TH/N_/53,3386,1788,1598,1198
766,ทต.ร่องคำ,TH/NE/46/ทต.ร่องคำ,TH/NE/46,6074,3102,2972,2169
767,ทต.ร่อนทอง,TH/W_/ประจวบคีรีขันธ์/ทต.ร่อนทอง,TH/W_/ประจวบคีรีขันธ์,7864,3984,3880,3359
768,ทต.ร่อนพิบูลย์,TH/S_/นครศรีธรรมราช/ทต.ร่อนพิบูลย์,TH/S_/นครศรีธรรมราช,7685,4013,3672,3303
769,ทต.ร้องกวาง,TH/N_/54/ทต.ร้องกวาง,TH/N_/54,12455,6549,5906,6031
770,ทต.ละหานทราย,TH/NE/31/ทต.ละหานทราย,TH/NE/31,8300,4131,4169,3379
771,ทต.ละอุ่น,TH/S_/85/ทต.ละอุ่น,TH/S_/85,2671,1315,1356,1195
772,ทต.ละแม,TH/S_/86/ทต.ละแม,TH/S_/86,3075,1592,1483,1815
773,ทต.ลาดชะโด,TH/CT/14/ทต.ลาดชะโด,TH/CT/14,7650,3947,3703,2754
774,ทต.ลาดบัวขาว,TH/NE/30/ทต.ลาดบัวขาว,TH/NE/30,4156,2181,1975,2204
775,ทต.ลาดบัวหลวง,TH/CT/14/ทต.ลาดบัวหลวง,TH/CT/14,2651,1351,1300,1414
776,ทต.ลาดยาว,TH/CT/60/ทต.ลาดยาว,TH/CT/60,6049,3206,2843,3478
777,ทต.ลาดหญ้า,TH/W_/71/ทต.ลาดหญ้า,TH/W_/71,5488,2833,2655,2324
778,ทต.ลาดใหญ่,TH/NE/36/ทต.ลาดใหญ่,TH/NE/36,4584,2419,2165,1736
779,ทต.ลานกระบือ,TH/CT/62/ทต.ลานกระบือ,TH/CT/62,4284,2166,2118,2492
780,ทต.ลานข่อย,TH/S_/93/ทต.ลานข่อย,TH/S_/93,8679,4453,4226,2909
781,ทต.ลานสกา,TH/S_/นครศรีธรรมราช/ทต.ลานสกา,TH/S_/นครศรีธรรมราช,1776,907,869,1011
782,ทต.ลานสัก,TH/CT/61/ทต.ลานสัก,TH/CT/61,3417,1728,1689,2126
783,ทต.ลานหอย,TH/CT/64/ทต.ลานหอย,TH/CT/64,3602,1869,1733,1707
784,ทต.ลำคลอง,TH/NE/46/ทต.ลำคลอง,TH/NE/46,4265,2203,2062,1324
785,ทต.ลำดวนสุรพินท์,TH/S_/32/ทต.ลำดวนสุรพินท์,TH/S_/32,4345,2259,2086,1852
786,ทต.ลำทับ,TH/S_/81/ทต.ลำทับ,TH/S_/81,4305,2219,2086,2370
787,ทต.ลำนางแก้ว,TH/NE/30/ทต.ลำนางแก้ว,TH/NE/30,4756,2391,2365,1373
788,ทต.ลำนารายณ์,TH/CT/16/ทต.ลำนารายณ์,TH/CT/16,15883,8236,7647,8564
789,ทต.ลำปลายมาศ,TH/NE/31/ทต.ลำปลายมาศ,TH/NE/31,13358,6938,6420,6141
790,ทต.ลำปางหลวง,TH/N_/52/ทต.ลำปางหลวง,TH/N_/52,9245,4833,4412,3321
791,ทต.ลำพญา,TH/CT/73/ทต.ลำพญา,TH/CT/73,1921,1000,921,624
792,ทต.ลำพันชาด,TH/NE/41/ทต.ลำพันชาด,TH/NE/41,5579,2758,2821,1984
793,ทต.ลำภูรา,TH/S_/92/ทต.ลำภูรา,TH/S_/92,3445,1465,1980,1489
794,ทต.ลำลูกกา,TH/CT/ปทุมธานี/ทต.ลำลูกกา,TH/CT/ปทุมธานี,19109,10030,9079,10044
795,ทต.ลำใหม่,TH/S_/95/ทต.ลำใหม่,TH/S_/95,991,496,495,378
796,ทต.ลำไทร,TH/CT/ปทุมธานี/ทต.ลำไทร,TH/CT/ปทุมธานี,2616,1328,1288,1043
797,ทต.ลำไพล,TH/S_/90/ทต.ลำไพล,TH/S_/90,15870,8011,7859,4572
798,ทต.ลูกแก,TH/W_/71/ทต.ลูกแก,TH/W_/71,3593,1924,1669,1510
799,ทต.วงฆ้อง,TH/CT/65/ทต.วงฆ้อง,TH/CT/65,3155,1611,1544,1545
800,ทต.วังกรด,TH/CT/66/ทต.วังกรด,TH/CT/66,3014,1520,1494,1045
801,ทต.วังกะ,TH/W_/71/ทต.วังกะ,TH/W_/71,9218,4535,4683,2553
802,ทต.วังกะพี้,TH/N_/53/ทต.วังกะพี้,TH/N_/53,9678,5148,4530,3397
803,ทต.วังขนาย,TH/W_/71/ทต.วังขนาย,TH/W_/71,9122,4768,4354,3843
804,ทต.วังชมภู,TH/CT/67/ทต.วังชมภู,TH/CT/67,3555,1886,1669,1317
805,ทต.วังชัย,TH/NE/ขอนแก่น/ทต.วังชัย,TH/NE/ขอนแก่น,6436,3327,3109,2871
806,ทต.วังชิ้น,TH/N_/54/ทต.วังชิ้น,TH/N_/54,2942,1507,1435,1417
807,ทต.วังดิน,TH/N_/51/ทต.วังดิน,TH/N_/51,4343,2250,2093,2701
808,ทต.วังตะกู,TH/CT/66/ทต.วังตะกู,TH/CT/66,1629,809,820,648
809,ทต.วังตะเคียน,TH/CT/18/ทต.วังตะเคียน,TH/CT/18,6688,3415,3273,2458
810,ทต.วังทรายพูน,TH/CT/66/ทต.วังทรายพูน,TH/CT/66,3300,1683,1617,1224
811,ทต.วังทอง,TH/CT/65/ทต.วังทอง,TH/CT/65,4345,2305,2040,1713
812,ทต.วังผาง,TH/N_/51/ทต.วังผาง,TH/N_/51,7688,4062,3626,3237
813,ทต.วังม่วง,TH/CT/19/ทต.วังม่วง,TH/CT/19,4288,2197,2091,2550
814,ทต.วังยาง,TH/CT/62/ทต.วังยาง,TH/CT/62,5489,2784,2705,2112
815,ทต.วังยาง,TH/CT/72/ทต.วังยาง,TH/CT/72,6920,3636,3284,2724
816,ทต.วังวิเศษ,TH/S_/92/ทต.วังวิเศษ,TH/S_/92,3020,1534,1486,1320
817,ทต.วังศาลา,TH/W_/71/ทต.วังศาลา,TH/W_/71,11848,6090,5758,5126
818,ทต.วังสมบูรณ์,TH/E_/27/ทต.วังสมบูรณ์,TH/E_/27,10720,5434,5286,5020
819,ทต.วังสามหมอ,TH/NE/41/ทต.วังสามหมอ,TH/NE/41,6005,3072,2933,2798
820,ทต.วังเจ้า,TH/W_/63/ทต.วังเจ้า,TH/W_/63,4238,2133,2105,1933
821,ทต.วังเย็น,TH/E_/24/ทต.วังเย็น,TH/E_/24,9229,4678,4551,3234
822,ทต.วังเหนือ,TH/N_/52/ทต.วังเหนือ,TH/N_/52,4048,2013,2035,1958
823,ทต.วังโป่ง,TH/CT/67/ทต.วังโป่ง,TH/CT/67,3867,2025,1842,1494
824,ทต.วังโพธิ์,TH/W_/71/ทต.วังโพธิ์,TH/W_/71,2077,1007,1070,883
825,ทต.วังไทร,TH/NE/30/ทต.วังไทร,TH/NE/30,11431,5804,5627,4986
826,ทต.วังไผ่,TH/S_/86/ทต.วังไผ่,TH/S_/86,6720,3525,3195,4604
827,ทต.วัฒนานคร,TH/E_/27/ทต.วัฒนานคร,TH/E_/27,5804,3104,2700,3038
828,ทต.วัดประดู่,TH/S_/84/ทต.วัดประดู่,TH/S_/84,18613,9765,8848,10822
829,ทต.วัดสิงห์,TH/CT/18/ทต.วัดสิงห์,TH/CT/18,3214,1698,1516,1968
830,ทต.วัดเพลง,TH/W_/70/ทต.วัดเพลง,TH/W_/70,1382,716,666,562
831,ทต.วัดโบสถ์,TH/CT/65/ทต.วัดโบสถ์,TH/CT/65,8031,4229,3802,3958
832,ทต.วานรนิวาส,TH/NE/47/ทต.วานรนิวาส,TH/NE/47,5864,3091,2773,2370
833,ทต.วาปีปทุม,TH/NE/44/ทต.วาปีปทุม,TH/NE/44,4760,2492,2268,2352
834,ทต.วาริชภูมิ,TH/NE/47/ทต.วาริชภูมิ,TH/NE/47,2858,1462,1396,1335
835,ทต.วิชิต,TH/S_/83/ทต.วิชิต,TH/S_/83,52283,27812,24471,34698
836,ทต.วิหารแดง,TH/CT/19/ทต.วิหารแดง,TH/CT/19,4164,2200,1964,1892
837,ทต.วิเศษไชยชาญ,TH/CT/15/ทต.วิเศษไชยชาญ,TH/CT/15,5982,3233,2749,2988
838,ทต.ศรีดอนไผ่,TH/W_/70/ทต.ศรีดอนไผ่,TH/W_/70,10741,5633,5108,3388
839,ทต.ศรีธาตุ,TH/NE/41/ทต.ศรีธาตุ,TH/NE/41,5433,2750,2683,1880
840,ทต.ศรีนคร,TH/CT/64/ทต.ศรีนคร,TH/CT/64,3088,1648,1440,1677
841,ทต.ศรีประจันต์,TH/CT/72/ทต.ศรีประจันต์,TH/CT/72,5741,3052,2689,2596
842,ทต.ศรีพนมมาศ,TH/N_/53/ทต.ศรีพนมมาศ,TH/N_/53,3001,1625,1376,1195
843,ทต.ศรีพนา,TH/NE/38/ทต.ศรีพนา,TH/NE/38,6635,3330,3305,2664
844,ทต.ศรีมหาโพธิ,TH/E_/25/ทต.ศรีมหาโพธิ,TH/E_/25,3639,1873,1766,2408
845,ทต.ศรีรัตนะ,TH/NE/33/ทต.ศรีรัตนะ,TH/NE/33,4714,2387,2327,1454
846,ทต.ศรีวิไล,TH/NE/38/ทต.ศรีวิไล,TH/NE/38,11090,5551,5539,3835
847,ทต.ศรีสงคราม,TH/NE/48/ทต.ศรีสงคราม,TH/NE/48,5061,2588,2473,2477
848,ทต.ศรีสาคร,TH/S_/96/ทต.ศรีสาคร,TH/S_/96,5081,2500,2581,1770
849,ทต.ศรีสำโรง,TH/CT/64/ทต.ศรีสำโรง,TH/CT/64,7287,3902,3385,3463
850,ทต.ศรีเชียงใหม่,TH/NE/43/ทต.ศรีเชียงใหม่,TH/NE/43,6425,3267,3158,2793
851,ทต.ศรีเตี้ย,TH/N_/51/ทต.ศรีเตี้ย,TH/N_/51,5499,2851,2648,2221
852,ทต.ศรีเมืองใหม่,TH/NE/34/ทต.ศรีเมืองใหม่,TH/NE/34,4200,2103,2097,1908
853,ทต.ศาลากลาง,TH/CT/12/ทต.ศาลากลาง,TH/CT/12,20057,10781,9276,10742
854,ทต.ศาลายา,TH/CT/73/ทต.ศาลายา,TH/CT/73,11254,5284,5970,7650
855,ทต.ศาลาลำดวน,TH/E_/27/ทต.ศาลาลำดวน,TH/E_/27,2611,1325,1286,1186
856,ทต.ศาลาแดง,TH/E_/24/ทต.ศาลาแดง,TH/E_/24,1469,760,709,522
857,ทต.ศาลเจ้าพ่อ,TH/NE/30/ทต.ศาลเจ้าพ่อ,TH/NE/30,1933,1023,910,950
